formatted_input
"Won | [RACE]: A race confined to horses that had won no more than one race, but that's not to say it was a weak contest on that front, all of them winners this season and most having had no more than a handful of starts to date; the pace was steady and the first 3 deserve credit for the way they asserted themselves on the more prominently-ridden other trio in the latter stages. | [HORSE]: was taking a step up in class for this handicap debut and in a slowly run race she did particularly well to come from nearly last into the straight to beat the well-backed second."
"6th of 9, involved in finish | [RACE]: A slightly quicker time than the first division but this was steadily run too, helping to explain the first of 2 triple-figure-priced winners on the card as Epsom Faithfull's speed for shorter, allied to a clear run up the inside, proved key. | [HORSE]: debuting for a new trainer, shaped a bit better than his finishing position suggests as the race wasn't run to suit and he faced some traffic issues in the straight."
"Won | [RACE]: Quite a weak field for a good-class nursery, the winner impressive on the face it but perhaps seen to advantage, a poor timefigure suggesting a cautious rating is best. | [HORSE]: looked the pick of the weights judged on his Doncaster improvement but built significantly even on that to make a winning nursery debut, seen to good effect getting plenty of cover but clearly creating a good impression; held up, got gap up stand rail and quickened to lead entering final 1f, forged clear; the chances are the handicapper won't look too kindly on such a wide-margin success."
"6th of 7, involved in finish | [RACE]: A fairly useful handicap that looks solid form, the front 3 having all been in good heart this winter. | [HORSE]: shaped as though a fair bit better than his finishing position suggests, persistently denied room in the straight. He's slipped to a handy mark and is one to keep an eye on."
"2nd of 19, involved in finish | [RACE]: A typically-competitive renewal of this fillies' sprint handicap, the draw not having as much of an effect as it often can in sprints here, the field spread across the track with the speedy Eclairage towing those drawn high into it, while the admirable Luna A Inbhir Nis gave a good lead to those drawn lower, the race essentially setting up for those ridden with a touch of patience, a Ryan Moore masterclass putting the winner's head in front on the line, while those 2 aforementioned prominent racers emerged with plenty of credit, the form looking solid all round. | [HORSE]: carrying 1lb overweight, came from the same side of the draw as the winner, but moved more towards the far side late on and was just caught. She's in tremendous heart and is eligible for weaker events than this."
"7th of 8, well beaten | [RACE]: A blend of in-form and potentially well-treated horses made for quite an interesting race on paper, one of those who'd edged down the weights running out an authoritative winner back at a track where he has a fine record. | [HORSE]: in first-time blinkers, took a step back in the right direction, shaping much better than beating one home might suggest; pressed leader, took strong hold, went on under 4f out, headed under 2f out, not see race out; he won't be one to dismiss out of hand back at 1¼m or even 1m next time."
"Won | [RACE]: A strong gallop on bad ground took most of these out of their comfort zone and there were only a couple who ever looked like winning, Hodler gaining the upper hand 1f out; with the ground so chewed up the inside looked disadvantaged, the winner having circled the field. | [HORSE]: all the fitter for his first 2 runs of the campaign, made the most of the appreciable drop back down in grade, as well as a wide route that was an advantage by this stage of the card; held up, hampered first 1f, good headway out wide from 3f out, chased leader under 2f out, led entering final 1f, kept up to work; he's now 2 from 2 on heavy going."
"3rd of 10, involved in finish | [RACE]: A weak apprentice handicap, and Poles Apart was the only one to make any inroads from the rear, the in-form Split Elevens produced to lead at just the right time. | [HORSE]: ran well in first-time blinkers and should have better still to come over further; dwelt, in rear, headway out wide final 1f, stayed on, nearest at the finish; will prove suited by a return to 1m+."
"4th of 10, competitive | [RACE]: A steadier gallop than for the first division and probably not reliable form, with the winner having to overcome a troubled passage, whilst the fourth wasn't seen to best effect at all. | [HORSE]: shaped much better than the bare result and is well worth another chance off this revised mark; held up, still plenty to do 2f out, finished with a flourish from an impossible position."
"Won | [RACE]: The favourite ran as if amiss, but he would have struggled to live with Falmouth Bay even on his A game, that one progressing well now and completing the hat-trick with plenty in hand. | [HORSE]: made light of the rise in grade, completing the hat-trick with his easiest win to date and value a bit extra on top of the bare margin to boot; dictated, shaken up 3f out, hung left 2f out, in command soon after, kept on, looked set to win by 3/4 lengths before his rider took things relatively easy in the final 100 yds; will continue to give a good account."
"8th of 8, well beaten | [RACE]: A fairly useful performance from the thriving winner who saw the trip out better than the strong-travelling second, not many others landing a telling blow. | [HORSE]: came here in good order but virtually refused to race after just 6 days off, never on terms."
"10th of 15, competitive | [RACE]: A messy handicap and form not to take at face value, a photo-finish required to separate the first 4, plenty of trouble in the last 100 yds or so with Koy Koy and Darkness worst affected, but Carrytheone didn't enjoy anything like a clear run himself and was the winner on merit; most of the field raced towards the stand side this time, the 3 that were more down the centre best given a pass. | [HORSE]: back to 7f, attracted some support but was another to race in that small group of three. He ran okay."
"5th of 12, well beaten | [RACE]: An above-average handicap but one full of familiar faces, one of whom outclassed them in a race in which few got involved, neither of which encourages a positive view of the form. | [HORSE]: was given a considerate return from a 3-month break making her debut for this yard (formerly with J. S. Bolger), finding herself a long way back but passing a good few; slowly into stride, raced well off the pace, still plenty to do 3f out, had to pick way through, stayed on gradually late on, not unduly punished."
"20th of 30, well beaten | [RACE]: The draw/track position will always have an impact in this race, though not always to such an extent as this, the field typically splitting into 2 groups, those drawn 1-10 going far side and at a clear disadvantage, the larger stand-side group providing the first 6 home, with stalls 27-31 accounting for the first 5; the majority of those who did come to the fore looked more top-end handicapper than potential pattern race performer, with a few of those towards the head of the betting not seen to best effect, but it still looks sure to throw up its fair share of winners, with the second, sixth and eighth in particular ones to be siding with next time. | [HORSE]: had made a solid start to the season, chasing home a subsequent listed winner on each of his previous 2 outings, and is probably best excused this run; raced far side, in touch, effort 2f out, faded final 1f."
"3rd of 6, well beaten | [RACE]: A handicap controlled by the all-the-way winner, though it's not as if he dawdled in front and he’s still worth full credit for a decidedly useful effort. | [HORSE]: the sole 3-y-o in the field, looked open to further improvement stepping up in trip on handicap debut but was easy to back and seemed to be held back by inexperience off the bridle; dwelt, soon chased leader, shaken up 4f out, edged left under 2f out, dropped to fourth approaching final 1f, plugged on, not knocked about; remains capable of better."
"6th of 8, competitive | [RACE]: There was a fair bit of typical Goodwood messiness to this modestly-run handicap and the blanket finish means the form can't be rated highly, though the first 2 filled those positions in spite of the way things developed and will be of interest again. | [HORSE]: after 6 months off, is best not judged on this handicap debut, things going wrong early; hampered start, held up, raced freely, ridden under 3f out, struggling under 2f out, late headway; he'll stay 1m and is well worth another chance."
"2nd of 6, involved in finish | [RACE]: Several strands of interest to suggest this ought to be stronger than the workaday class 6 at this time of year, and it's worth taking a reasonably positive view of the pair who came clear, though the third would have finished closer to them with a clear run. | [HORSE]: is improving all the time now and stepped forward again from his handicap bow, probably only lingering greenness catching him out after he'd gone past the winner initially, acknowledging that one seemed to have a shade up his sleeve at the line; waited with, progress under 2f out, headway to lead entering final 1f, edged out final 100 yds; he'll be winning before long."
"Won | [RACE]: A fair handicap in behind but it was won comfortably in the end by a class-dropper that bounced back following a recent breathing operation, value for a bit extra given the ground he made up. | [HORSE]: proved far too good down in grade after 10 weeks off, a recent breathing operation clearly helping him, and he's got plenty of handicapping scope now he's back on track; held up, travelled well, good headway 2f out, short of room over 1f out, switched final 1f, stayed on to lead last ½f, won readily; will remain of plenty of interest."
"13th of 19, fairly beaten | [RACE]: A useful big-field sprint that looks sure to provide plenty of clues for similar races in the next few weeks; the field split into 2 groups, those drawn 12 and below seen to better effect than those high, the first and third up there throughout and split by a strong finisher with several from the other side sure to be at least as interesting next time, Physique a big eye-catcher on his debut for a new stable while Glenfinnan and Trilby both shaping much better than their mid-field placings might suggest. | [HORSE]: tends to need a run or 2 to put him spot on and probably needed this after 5 months off, going without the headgear he wore towards the end of last season; slowly into stride, patiently ridden, pushed along over 2f out, made no impression."
"5th of 13, competitive | [RACE]: A valuable event for the grade and, with 4 last-time-out winners in attendance, it looks strong form, one of the pair of 3-y-os getting the job done with the remainder in the places also arriving in top form, the frame completed by the well-backed favourite. | [HORSE]: upped in trip/grade, shaped similarly to last time despite the fitting of more severe headgear (blinkers replacing cheekpieces), his temperament under suspicion; bumped start, mid-division, went in snatches, stumbled under 3f out, headway when hung left under 2f out, nearest at the finish."
"4th of 10, competitive | [RACE]: Not for the first time of late a pitch towards the near-sde rail proved an advantage in this sprint handicap, the first 4 all well positioned with that in mind and the fourth catching the eye from well back. | [HORSE]: who won this last year, stepped up on recent run and shaped well to boot, once again not given a hard race and he should be much closer to his best next time; soon switched to near side, in rear, ridden over 1f out, late headway; one to keep an eye on with his mark likely to ease a little more."
"4th of 26, fairly beaten | [RACE]: The straight course has seemed very fair all week so far, the groundstaff deserving plenty of plaudits for the state of the surface given the uncertain forecast and any advantage in the bigger fields has tended to be pace related, that certainly appearing the case here, the Wathnan-owned Make Me King leading the group of those drawn 17 or higher at a tempo that brought out the very best in one of the same owners' recent purchases, English Oak justifying favouritism in the style that you rarely see in these high-level events, looking on his way to pattern company; there are some in behind that can be marked up over the bare result, Carrytheone meeting significant interference and shaping clear second best while in the unfavoured groups, perennial eye-catcher Summerghand did best of those that raced centre-to-far side, though unable to reel back the pair that raced closest to the far rail. | [HORSE]: isn't easy to place off his current mark but this was a much better effort from him back on faster ground."
"Won | [RACE]: This wasn't much of a race beyond the first handful home, but the winner could hardly have done it any easier and blew this field away from the front; the third is worth marking up as he's the only one of the first 4 home not to have spent most of the race on the stand rail. | [HORSE]: back down in trip for handicap debut, was clearly well ahead of opening mark and bolted up, having the stand rail a help but she was simply in a different league to these rivals regardless; made all, went with enthusiasm, went clear over 1f out, won easily; it would make sense to try to find an opportunity under a penalty, the handicapper sure to have a big say after this."
"Won | [RACE]: A blanket finish to a modest affair that developed at a decidely ordinary gallop, the winner doing well to come from off the pace and overcome some trouble in running. | [HORSE]: back up in trip, finally got off the mark on just second start for current yard, looking more straightforward with headgear refitted and value for a bit extra given where he came from and the trouble he encountered; slowly into stride, waited with, travelled well, headway when denied a run over 1f out, switched final 1f, stayed on to lead close home."
"5th of 9, involved in finish | [RACE]: This is handicap form with a very solid look to it, plenty of in-form sorts in the top half of the field, their efforts backed up by the timefigure. | [HORSE]: is better judged on previous form, an uneconomical effort his undoing on this occasion; dwelt, rushed up around outer and went prominent after 2f/3f, ridden under 3f out, no extra final 1f as earlier exertions told."
"4th of 10, involved in finish | [RACE]: A modest 3-y-o handicap in which the gallop was steady, resulting in a tight finish, Lunar Rocks in fourth shaping well from a long way back. | [HORSE]: , well beaten in three starts in maiden/novice company, was stepping up from 6f for her handicap debut, and she was blinkered for the first time. Slowly away and towards the back for most of the race, she found her stride inside the last, hinting at better to come, possibly over further."
"9th of 12, well beaten | [RACE]: With several interesting sorts on display, this looks a strong piece of handicap form for the grade. | [HORSE]: had been shaping well of late and can have a line put through this run; dwelt, raced off the pace, not clear run over 2f out, never landed a blow."
"3rd of 6, involved in finish | [RACE]: An ordinary turnout for the prize money on offer, that probably a consequence of there being one worth 3 times this elsewhere the previous day, the sole 3-y-o having too much for over some in-form, albeit exposed types. | [HORSE]: whose Stewards' Cup fourth had been franked the previous day, was easy to back but remains in good form nonetheless; held up, headway under pressure 2f out, chased leader 1f out, one paced; it's possible he's best in a big-field scenario where he can be covered up for as long as possible (holds an Ayr Gold Cup entry)."
"4th of 6, involved in finish | [RACE]: A steadily-run nursery controlled by the winner, 5 of the 6 in a bit of a heap at the line and the form having a rather muddling look to it. | [HORSE]: looked on a fair mark on his nursery debut even from out of the handicap but wasn't seen to best effect, up against it trying to come from last in a falsely-run race; slowly into stride, held up, effort out wide over 2f out, chased leaders briefly final 1f, no further impression; he'll get in lower-grade nurseries and it'll be a surprise if he isn't winning soon."
"5th of 8, fairly beaten | [RACE]: Few got involved after a messy tape start - the stalls had been damaged earlier on the card - left half the field firmly on the back foot in a well-run race. | [HORSE]: probably remains in form, seeming to stay the trip after having been the chief cause of the messy start; spooked by rival jinking right as tape went back and dived further right, raced off the pace, kept on from 2f out, never on terms."
"10th of 20, well beaten | [RACE]: A big field unsurprisingly resulted in an open event, particularly with unexposed sorts thin on the ground, but it still produced a fairly wide-margin winner, the 4-y-o favourite seeing it out in good style from a pair who'd fallen in the weights; just like the remainder of the races on the round course it paid to be handy, only a pair from off the pace finishing in the top 10, though unlike those earlier events this unfolded more towards the stand rail and those who raced wide were therefore not at a disadvantage. | [HORSE]: has developed into a likeable sort and is best not judged on this run on his return to turf; raced off the pace, ridden under 3f out, steady headway from 2f out, never involved, not ideally placed."
"6th of 12, competitive | [RACE]: A fair handicap that was run at a strong pace and set up for those that raced in the second half of the field, Dream of Mischief finding this company liberating having been kept to a higher grade for most of his career; there was some trouble on the rail as Dark Rosa made up some ground, Sunshine Mag and Al Waqidi both losing all chance in the incident. | [HORSE]: in a change of headgear, shaped pretty well considering he was out of his grade (4 lb out of the handicap) and did too much too soon; disputed lead, took strong hold, went on before halfway, headed over 1f out, weakened; there will be more suitable opportunities for him to get his head back in front this winter."
"2nd of 11, involved in finish | [RACE]: A low-grade handicap which saw the winner capitalise on a falling mark from the front whilst a couple got in each other's way in behind. | [HORSE]: a C&D winner on stable debut the previous week, failed to settle but ran well under his penalty having been tapped for toe at a crucial stage. A stronger gallop would have suited and he'd be interesting from a 2lb lower mark before he's next reassessed."
"9th of 13, well beaten | [RACE]: This looked an unappealing contest beforehand and there's little in how it panned out to think differently, the first 2 having long been in possession of a Timeform squiggle, the pair of them coming from off the pace in a soundly-run affair. | [HORSE]: was back at the scene of his sole win this year but it's easy to put a line through this run; slowly into stride, raced well off the pace, effort on inner 3f out, denied a run over 2f out, no chance after."
"7th of 11, well beaten | [RACE]: Conditions can perhaps provide excuses for a couple of the beaten runners, though the market support towards the first 3 home gives the form a solid look nonetheless, the easy winner on his way to more valuable Saturday handicaps. | [HORSE]: who had won both previous outings on heavy ground, shaped as if in good form for the bulk of the contest, though his response off the bridle was disappointing; prominent, travelled fluently, challenged 2f out, found less than looked likely and not perservered with once held."
"4th of 7, fairly beaten | [RACE]: Fairly useful form from the pair that came clear in this 3-y-o handicap, the thriving winner always going well and handling more testing conditions to bring up the hat-trick. | [HORSE]: still seems to be learning his trade and the steady gallop hardly looked in his favour, seemingly losing touch 2f out before his stamina started to kick in; in rear, went in snatches, struggling 2f out, switched 1f out, stayed on, nearest at the finish; should be suited by 1½m, and he should improve as he gains experience, his half-brother Cumulonimbus landing his third win of the season from a mark of 95 in a Racing League event later in the day."
"7th of 16, competitive | [RACE]: More a trial for the Silver Cup in truth, none of these rated high enough to have got in last year's Gold version and no more than a fairly useful handicap in its own right, the pace a sound one which meant coming from the second half of the field was an advantage, Ramiro sweeping through to look a comfortable winner despite being out of the handicap, with Aberama Gold shaping well as best of those that raced close up; the field raced as one down the centre with the exception of the pair that brought up the rear. | [HORSE]: wasn't in quite the same form as last time, when he'd finished just ahead of the second; mid-field, pushed along soon after halfway, not quicken."
"Won | [RACE]: A soundly-run sprint handicap thanks to Horse Whisperer who looked to make every yard, but she was run down late by a handicap debutant who came from well off the pace, with little separating a bunch in behind. | [HORSE]: had shown some promise in 3 runs as a juvenile and was much improved to get off the mark on handicap bow after 6 months off (gelded in interim), the race setting up nicely for him but clearly ahead of his opening mark; dropped out, travelled well, short of room over 2f out, shaken up soon after, still quite a bit to do approaching final 1f, found plenty to lead final 100 yds, soon clear; is open to further improvement and will be one to keep on side next time."
"11th of 11, well beaten | [RACE]: Just like the earlier 1¼m race on the card, this was completely taken apart by a 3-y-o having his first experience of testing ground, First Officer always going best at the head affairs and soon clear once kicking on 3f out. | [HORSE]: back in a far more competitive race than the 5-runner seller he'd won at Hamilton, didn't get home having failed to settle; raced wide, mid-division, took strong hold, wandered over 2f out, bumped soon after, folded."
"2nd of 11, involved in finish | [RACE]: A fair handicap won by a thriving sort that was well backed, Covert Mission also deserving extra credit given he was always up with a strong pace. | [HORSE]: stayed on nicely to take second and, while a bit flattered to get as close as he did to the winner, has dropped to a good mark and will remain dangerous in the short term."
"Won | [RACE]: A miserable turnout numerically for the grade/money but the favourite would have been interesting in a far deeper race and was value for extra over the result in managing to run down the dictating second having looked in big trouble approaching the final 1f. | [HORSE]: confirmed promise of his last run and was value for extra over the result, conceding first run to the dictating second yet managing to run him down in the shadow of the post, doubtful he's shown all he can for this yard after just a couple of outings; patiently ridden, pushed along 3f out, still plenty to do approaching final 1f, stayed on to lead post."
"9th of 10, well beaten | [RACE]: Quite an interesting race for the grade, 6 of the 10 having finished first or second on their previous start, and it threw up a ready winner, Surprise Picture never far away before going clear in the straight, a trio from the back coming through to chase him home. | [HORSE]: really easy to back, fared no better than last time; mid-division, lost place when hung right/carried head bit awkwardly 2f out, dropped away."
"2nd of 10, competitive | [RACE]: One of the two 4-y-os took a step forward, Filly One the least exposed in the line-up and bursting clear as she got back on the up with an emphatic success in a strongly-run race. | [HORSE]: , again prominent in the betting, is proving frustrating for his new trainer but this effort strongly suggests he isn't one to give up on just yet. Poorly positioned as things panned out, he surged through the field to take second but the winner, who is potentially much better than her mark, was out of sight. He can gain compensation soon."
"3rd of 9, involved in finish | [RACE]: A tight finish to this fillies' handicap, the winner returning to form to just hold on, while the third is worth marking up a touch given where she raced in relation to the front pair. | [HORSE]: again ran well and is worthy of a bit of extra credit as she was on the near wing away from the front pair; bumped start, raced off the pace, ridden 2f out, headway over 1f out, edged right and kept on final 1f; still relatively unexposed, she shouldn't be too long breaking her duck."
"16th of 29, well beaten | [RACE]: With as many as 18 making their handicap debut this was unsurprisingly a deep contest, as it usually is, 7 of the first 10 doing so with the front pair taking their form to a smart level, the winner looking a group performer in an event that takes a little bit of explaining; they split into 2 groups with the 11 lowest drawn runners going far side, that contingent slightly ahead at halfway, though it was the stand-side group who came firmly to the fore, providing the first 7 home, with Magical Sunset best of the other side, the majority from that group either worth marking up or best excused the run, some also meeting trouble; the pace was a strong one with both sets of leaders going off too hard and it suited the closers, both Candle of Hope and Novus worth marking up considerably from those ridden prominently, winners bound to come from this. | [HORSE]: backed at long odds in first-time cheekpieces, is best not judged on this run; raced near side, prominent, ridden 3f out, left behind over 1f out, raced closer to pace than ideal."
"3rd of 16, involved in finish | [RACE]: A 3-y-o handicap that was taken apart by one making his debut in this sphere, Isle of Jura set to win by several lengths until heavily eased and clearly one to follow as he climbs the ranks; the frame was completed by a couple who arrived in good form and Outgun, who would probably have finished second granted a clear run, this trio, along with the timefigure, adding weight to the idea this is strong form. | [HORSE]: in first-time cheekpieces, was placed again and deserves credit for consistency, perhaps making his effort earlier than ideal on this occasion as well, bearing in mind the headwind; prominent, led 2f out, headed over 1f out, left behind by winner final 1f, no extra."
"6th of 14, competitive | [RACE]: A low-grade handicap dominated by 3-y-os, a 100/1 chance making all and clinging on from the odds-on favourite who got going just too late. | [HORSE]: back on all-weather, wasn't seen to best effect and has better performances in her if she settles down; raced wide, held up, pulled hard, headway 1f out, plugged on, left poorly placed."
"3rd of 10, involved in finish | [RACE]: Just a modest nursery, though the majority are still unexposed and the first 4 all improved, Secret Testimony causing a shock with the favourite rather throwing the race away having come through to lead inside the final 1f. | [HORSE]: ran best race switched to a nursery despite taking a long time to settle in first-time blinkers; dwelt, raced off the pace, took strong hold, pushed along over 2f out, headway over 1f out, ran on; there's a race of this nature in her if she can be chanelled more efficiently."
"11th of 11, well beaten | [RACE]: Quite an open looking contest beforehand, the race pepped up by a handful of less exposed 3-y-os, though the one that came out on top wasn't heralded by the market, the form potentially muddling, with plenty pulling hard early and then the leaders kicking on too soon, the first 3 all coming from the back of the field in the straight, the race a rough one there as well. | [HORSE]: who had form figures of 21312 in handicaps prior to this, suffered his second short price reversal in as many runs, trapped wider than ideal and refusing to settle."
"10th of 11, fairly beaten | [RACE]: A weak affair which saw a 3-way go for the lead and a bit of trouble towards the inner in the straight, the first 3 all coming down the wide outside with the winner causing a shock at 100/1. | [HORSE]: can have a line put through this run; in touch, raced freely, badly hampered after 1f, lost place, made little impression after."
"3rd of 11, involved in finish | [RACE]: A competitive 3-y-o event that contained no less than 5 last-time-out winners, though none of those could follow up, the likeable Haunted Dream resuming winning ways in gritty fashion; the pace was only fair and it produced a rather bunched finish which puts a slight dampener on the form, though it should still work out. | [HORSE]: who was running from 3lb out of the handicap, ran a big race, staying on from well back to be nearest at the finish. She might have had even more of a say had she not hampered her cause by hanging left all the way up the straight. The longer distance suited and she's open to improvement now she's found her trip."
"Won | [RACE]: A well-run event that included plenty of interesting 3-y-os and a pair who improved were split by one who's fallen in the weights, the front-running third probably kicking on sooner than ideal, the form likely to prove solid. | [HORSE]: one of the least exposed on this handicap debut, came out of the pack to hunt the leader down, staying on well to hit the front inside the last before idling close home. He looked value for more than the winning margin and while he'd have claims in the Old Rowley Cup, the November Handicap might be a better fit."
"4th of 5, fairly beaten | [RACE]: A one-sided nursery, the progressive winner completing a hat-trick with plenty in hand, not much to be overly positive about amongst the rest. | [HORSE]: who had hinted at temperament last time, completely let himself down over 1f longer trip on nursery debut, proving virtually unrideable under pressure and very much one to be wary of now; held up, headway out wide over 2f out, hung right home turn, swerved badly right again final 1f, not recover; ungenuine."
"10th of 10, fairly beaten | [RACE]: Despite the leader going off hard, not many got into this ordinary handicap, the back-to-form winner never far away and just holding on from a well-backed one who's on a fair mark. | [HORSE]: ran poorly, connections reporting he failed to face the first-time blinkers (also lost a shoe), though he's hardly one for maximum faith in any case; dwelt, raced off the pace, took strong hold, typically carried head high, never on terms."
"2nd of 16, involved in finish | [RACE]: Although the overall time was slightly slower than the preceding class 2, this was run at a far stronger gallop and appeals as particularly solid form for the level, the winner one of the least exposed and she was chased home by a trio who'd all won at least their last 2 starts. | [HORSE]: seeking a quickfire hat-trick, was swinging on the bridle 2f out before knuckling down once pressed and headed by the winner. He still looks capable of winning again from this revised mark."
"6th of 8, fairly beaten | [RACE]: A mid-level handicap of late changing fortunes, the one played last and widest of all picking them up after the aggressively-ridden True Courage had shaped the race by committing further out than necessary. | [HORSE]: shaped as if still in good form, having next to nothing go right in the race; in touch, not settle fully, going well when denied a run from 3f out, got gap only final 1f, no chance after, not persevered with once held."
"4th of 10, involved in finish | [RACE]: A useful handicap that saw Crowd Quake record a remarkable eighth success of the campaign, a couple who hit the frame looking like they’d drop away before rallying to good effect. | [HORSE]: without headgear this time and on appreciably more testing ground than previously, wasted no time getting back to form as he proved his stamina for this far, though did make rather heavy weather of it having looked to be going nowhere at one point; dwelt, mid-field, shaken up under 4f out, hung left around 3f out, struggling 2f out, rallied final 1f, nearest at the finish."
"2nd of 12, involved in finish | [RACE]: With several interesting sorts on display, this looks a strong piece of handicap form for the grade. | [HORSE]: strong in the betting, was arguably unlucky not to win, the longer trip posing no problems; waited with, travelled well, headway when short of room over 1f out, switched inside final 1f, ran on; he's worth backing to make amends next time."
"3rd of 11, involved in finish | [RACE]: With relatively unexposed fillies in 3 of the first 4 places, this strikes as strong form for the level, while the other in the frame was coming into it having had a good year. | [HORSE]: whose four wins this year include one over C&D, is prone to the occasional slow start and it cost her here. She is capable of winning off this career-high mark, but can't afford to give away ground."
"Won | [RACE]: A fair handicap, the 3-y-o winner possessing an unexposed profile for her new yard and she left the impression she had more in hand than the bare result, quickening up to edge a bunched finish close home. | [HORSE]: hit top gear inside the final furlong and got up to defy a 6lb hike in the handicap. She once again took an age to settle, but is now 2-2 for Mick Appleby and an addition of a hood has evidently done the trick. There's likely more to come yet."
"Won | [RACE]: The front runner went off way too hard but others were caught out of their ground, and the winner - who was prominent in the main group - was in no danger once taking the lead in the final 1f. | [HORSE]: back up in trip, defied a mark 9 lb lower than his last winning one back under the 7-lb claimer who usually rides him, always having the tearaway leader in his sights and the only one that ever looked like getting to that rival; prominent main group, chased leader out wide early in straight, led final 1f, soon clear; he'll remain with some handicapping scope."
"Won | [RACE]: Quite a valuable race for the time of year which attracted a maximum field, and though a few weren't seen to best effect in a race run at an ordinary gallop, including most of those who were held up, this is still a race to watch in the coming weeks, the winner clearly very well suited to all-weather and chased home by some well-treated and/or in-form rivals. | [HORSE]: back down in grade, wasted no time getting back to winning ways, helped by a dream run up the inner in the straight but still worth crediting with a decidedly useful effort; mid-field, travelled smoothly (bit keen in early stages), steady headway straight, stayed on to lead final 100 yds; he's thriving at present and will be one to consider if taking up his entry at Newcastle in the coming days, for all that he'll probably need another step forward if he's to defy a penalty."
"5th of 9, competitive | [RACE]: A very messy finish to this nursery with several meeting severe interference over 1f out as Dragon Spin veered off a true path, the winner avoiding the worst of it, with the third, fourth and seventh the chief sufferers. | [HORSE]: with a hood added, looked far from straightforward."
"9th of 20, well beaten | [RACE]: This looked a really tight affair on paper but fitness seemed an issue for many, particularly in a soundly-run race, though not so the well-backed winner who took a big step forward on first start for new connections. | [HORSE]: was quite tight in the betting but shaped as if better for the run after 6 months off; tracked pace, took keen hold, close up 3f out, faded under 2f out while seeming to want to lug right, not knocked about."
"2nd of 10, involved in finish | [RACE]: A borderline fairly useful apprentice handicap in which it paid to be handy, a pair of lightly-raced 3-y-os coming to the fore, and it was Havana Pursuit who dug deep to come out on top. | [HORSE]: was ridden more prominently than previously and ran best race sporting first-time headgear after 3 months off; led, edged left soon after start (jockey suspended for 4 days for careless riding), took keen hold, went clear briefly 2f out, pushed along soon after, tackled well inside final 1f, headed close home; the vet reported he was showing signs of heat stress post race but provided he's given time to get over these exertions, it shouldn't be long before he goes one better."
"2nd of 14, involved in finish | [RACE]: An amateur handicap that would almost certainly have gone the runner-up's way had he encountered a smoother passage, though it wasn't as if Triple Force was winning out of turn, recording a third career success after shaping well on his previous outing. | [HORSE]: who won this race 2 years earlier, wasted no time getting back to form returned to less testing ground after 8 weeks off, looking unlucky not to win given the interference he met; held up, tanked along (not settle fully early without customary hood ), headway on bridle when met some trouble 2f out, snatched up over 1f out and forced to switch, kept on well."
"Won | [RACE]: A useful handicap that went to an unexposed sort, Zoffandia doing well to quicken past a couple of better-placed rivals who arrived in good nick, whilst the fourth also deserves some extra credit given how this developed, the gallop only really picking up from 3f out. | [HORSE]: belied market weakness, proving a different proposition on handicap debut and value for a bit extra on top of the bare margin, having come from further back than the placed pair; dwelt, mid-field, went with zest, shaken up over 2f out, switched under 2f out, quickened to lead final 100 yds, edged right but won readily; already looks well bought on the back of this and may have more to offer."
"6th of 8, well beaten | [RACE]: A notably valuable handicap by 0-80 standards and surely solid form for the grade, the winner back to his very best of late and digging deep to fend off a couple of 3-y-os and one that's been on a winning streak; a good early pace steadied noticeably early in the back straight. | [HORSE]: was notably easy to back and disappointed in a major way (had both Pons Aelius and First Officer behind him when winning at Sandown), acknowledging he lost a shoe and the longer trip may not have been in his favour given the way he raced; held up, took strong hold, left behind from 3f out."
"Won | [RACE]: Reasonable form for the grade as far as those in the places are concerned, the thriving winner completing the hat-trick from an in-form pair, the third having raced on the outer wing in a contest which unfolded towards the near side, a high draw not the usual disadvantage as a result. | [HORSE]: is in the form of her life and, down in grade, completed the hat-trick with a bit to spare; mid-field, headway under pressure 2f out, led entering final 1f, won cosily; she'll take all the beating next time in such a rich vein of form."
"3rd of 12, involved in finish | [RACE]: A fairly useful handicap that was run at a strong gallop, Kalganov just holding on from a fast finisher who typically looked awkward. | [HORSE]: in first-time cheekpieces, was returned to 7f and got back on the up, little wrong with his application this time, doing well under the circumstances in fact given he was best of those close up in a strongly-run race; chased leaders, travelled well, shaken up over 2f out, led over 1f out, edged out only late on."
"2nd of 11, involved in finish | [RACE]: A fairly useful handicap on balance which look set to go the way of Laura Bay as she loomed up 2f out, but the winner handles these conditions well and returned to form from out of the blue to edge her out, the third catching the eye with a strong finish further back. | [HORSE]: up 4lb for a nose defeat at Leicester in September, has done very little wrong since going handicapping and she travelled much the best, only to be chinned late on. She'll go up again once reassessed, which will frustrate her connections."
"14th of 17, well beaten | [RACE]: A race dominated by those drawn low who raced towards the far side, the winner proven in testing conditions and not for catching having made all the running, though this is hardly form to hang your hat on with those in double-figure stalls effectively having little chance the way it panned out, Irish Nectar in fifth shaping well with that in mind. | [HORSE]: shaped as if needing the run on first outing since leaving Francis-Henri Graffard for €25,000 after 3 months off, also not ideally positioned towards the raced near side; prominent, weakened over 1f out."
"Won | [RACE]: A well-contested 3-y-o event, albeit one that lacked unexposed sorts, the progressive winner one of only a couple of notable exceptions; the field was fanned across the track and those who raced towards the near wing seemed unfavoured, the runner-up the only one to challenge from that contingent. | [HORSE]: again tended to wander for pressure but there was no questioning his application off the bridle, gutsing this out for a second success and a first on turf. He'll likely progress again."
